"virus name","TaxaID","refseq id","Genome.organization"
"Torque teno virus 25",687364,"NC_014083","Linear"
"Torque teno virus 26",687365,"NC_014079","Linear"
"Torque teno virus 27",687366,"NC_014074","Linear"
"Torque teno virus 28",687367,"NC_014073","Linear"
"Torque teno virus 29",687368,"NC_038344","Linear"
"Torque teno virus 3",687342,"NC_014081","Linear"
"Torque teno virus 4",687343,"NC_014069","Linear"
"Torque teno virus 5",687344,"NC_038336","Linear"
"Torque teno virus 6",687345,"NC_014094","Linear"
"Torque teno virus 7",687346,"NC_014080","Linear"
"Torque teno virus 8",687347,"NC_014084","Linear"
"Torque teno virus 9",687348,"NC_038337","Linear"
"Torque teno zalophus virus 1",1218490,"NC_012126","Linear"
"Torres virus",1534468,"KM225265","Linear"
"Tortoise rafivirus A",1483681,"NC_023988","Linear"
"Tortoise ranavirus",1585660,"KP266743","Linear"
"Torulaspora delbrueckii dsRNA Mbarr-1 killer virus",1736634,"NC_028095","Linear"
"Tradescantia mild mosaic virus",307997,"OL584375","Linear"
"Trailing lespedeza virus 1",944580,"NC_015227","Linear"
"Transmissible gastroenteritis virus",11149,"NC_038861","Linear"
"Tree shrew adenovirus 1",47680,"AC_000190,NC_044936","Linear"
"Triatoma virus",103442,"NC_003783","Linear"
"Trichechus manatus latirostris papillomavirus 1",2908011,"NC_006563","Linear"
"Trichechus manatus latirostris papillomavirus 2",1144379,"NC_016898","Linear"
"Trichechus manatus latirostris papillomavirus 3",2848316,"NC_038526","Linear"
"Trichechus manatus latirostris papillomavirus 4",2848317,"NC_028267","Linear"
"Trichoderma asperellum dsRNA virus 1",2305250,"NC_040828","Linear"
"Trichoderma atroviride mycovirus",1934322,"NC_033415","Linear"
"Trichodysplasia spinulosa-associated polyomavirus",862909,"NC_014361","Linear"
"Trichomonas vaginalis virus",29256,"NC_003824","Linear"
"Trichomonas vaginalis virus 1",674953,"NC_027701","Linear"
"Trichomonas vaginalis virus 2",674954,"NC_003873","Linear"
"Trichomonas vaginalis virus 3",170965,"NC_004034","Linear"
"Trichomonas vaginalis virus 4",1008292,"NC_038700","Linear"
"Trichomonas vaginalis virus dsRNA satellite S1",1646350,"NC_027702","Linear"
"Trichomonas vaginalis virus dsRNA satellite S1prime",1646351,"NC_027704","Linear"
"Trichoplusia ni TED virus",2083181,"NC_038512","Linear"
"Trichoplusia ni ascovirus 2c",328615,"NC_008518","Linear"
"Trichoplusia ni granulovirus LBIV-12",1916701,"NC_038375","Linear"
"Trichoplusia ni single nucleopolyhedrovirus",332054,"NC_007383","Linear"
"Trifolium-associated circular DNA virus 1",1590173,"NC_026272","Linear"
"Triticum mosaic virus",431317,"NC_012799","Linear"
"Trocara virus",135246,"NC_043198,NC_043402","Linear"
"Tropical soda apple mosaic virus",327387,"NC_030229","Linear"
"Tsukamurella phage TIN2",1636545,"NC_028865","Linear"
"Tsukamurella phage TIN3",1636546,"NC_028966","Linear"
"Tsukamurella phage TIN4",1636547,"NC_041962","Linear"
"Tsukamurella phage TPA2",981330,"NC_015210","Linear"
"Tsukamurella phage TPA4",1647476,"NC_030916","Linear"
"Tuber aestivum betaendornavirus",941765,"NC_014904","Linear"
"Tuber aestivum mitovirus",1037523,"NC_015629","Linear"
"Tuber aestivum virus 1",927810,"NC_038698","Linear"
"Tuberose mild mottle virus",244050,"ON219793","Linear"
"Tubeweb spider associated circular virus 1",2293308,"NC_040326","Linear"
"Tuhoko virus 1",798072,"NC_025410","Linear"
"Tuhoko virus 2",798073,"NC_025348","Linear"
"Tuhoko virus 3",798074,"NC_025350","Linear"
"Tulane virus",512169,"NC_043512","Linear"
"Tulip breaking virus",12229,"MH886517","Linear"
"Tulip virus X",167132,"NC_004322","Linear"
"Tunisvirus fontaine2",1421067,"NC_038511","Linear"
"Tupaia glis polyomavirus 1",2170402,"NC_040566","Linear"
"Tupaia hepatovirus A",1768064,"NC_028981","Linear"
"Tupaia paramyxovirus",92129,"NC_002199","Linear"
"Tupaia virus",318558,"NC_007020","Linear"
"Tupaiid betaherpesvirus 1",10397,"NC_002794","Linear"
"Turbot reddish body iridovirus",273651,"GQ273492","Linear"
"Turkey adenovirus 1",878329,"NC_014564","Linear"
"Turkey adenovirus 3",41678,"NC_001958","Linear"
"Turkey associated porprismacovirus 1",2170130,"NC_023887","Linear"
"Turkey astrovirus",70793,"NC_002470","Linear"
"Turkey astrovirus 2",246343,"NC_005790","Linear"
"Turkey aviadenovirus 4",1408257,"NC_022612","Linear"
"Turkey aviadenovirus 5",1408258,"NC_022613","Linear"
"Turkey avisivirus",1293536,"NC_038304","Linear"
"Turkey calicivirus",1172195,"NC_043516","Linear"
"Turkey coronavirus",11152,"NC_010800","Linear"
"Turkey hepatitis virus 2993D",980964,"NC_021201","Linear"
"Turkey parvovirus 1078",740933,"NC_024454","Linear"
"Turkey parvovirus 260",740934,"NC_038534","Linear"
"Turkey siadenovirus A",298333,"AC_000016","Linear"
"Turkeypox virus",336486,"NC_028238","Linear"
"Turnip crinkle virus",11988,"NC_003821","Linear"
"Turnip crinkle virus satellite RNA",196094,"NC_004033","Linear"
"Turnip crinkle virus virulent satellite RNA C",298975,"NC_006451","Linear"
"Turnip curly top virus",859650,"NC_014324","Linear"
"Turnip leaf roll virus",1766828,"NC_029117","Linear"
"Turnip mosaic virus",12230,"NC_002509","Linear"
"Turnip mosaic virus (isolate UK1)",300942,"AB194796","Linear"
"Turnip rosette virus",218923,"NC_004553","Linear"
"Turnip vein-clearing virus",29272,"NC_001873","Linear"
"Turnip yellow mosaic virus",12154,"NC_004063","Linear"
"Turnip yellows virus",131083,"NC_003743","Linear"
"Tursiops truncatus papillomavirus 1",936059,"NC_011109","Linear"
"Tursiops truncatus papillomavirus 2",936060,"NC_008184","Linear"
"Tursiops truncatus papillomavirus 4",1144380,"JN709469","Linear"
"Tursiops truncatus papillomavirus 5",1144381,"JN709470","Linear"
"Tursiops truncatus papillomavirus 6",1144382,"JN709471","Linear"
"Tursiops truncatus papillomavirus 7",1144383,"JN709472","Linear"
"Tursiops truncatus papillomavirus type 3",496865,"EU240895","Linear"
"Turtle grass virus X",2292642,"NC_040644","Linear"
"Tylonycteris bat coronavirus HKU4",694007,"NC_009019","Linear"
"Tyuleniy virus",40004,"NC_023424","Linear"
"UR2 sarcoma virus",354090,"NC_001618","Linear"
"Ubei picorna-like virus 3",1923781,"NC_033720","Linear"
"Uganda S virus",64297,"NC_033698","Linear"
"Ugandan cassava brown streak virus",946046,"NC_014791","Linear"
"Una virus",59304,"NC_043199,NC_043403","Linear"
"Uncia uncia papillomavirus type 1",348686,"DQ180494","Linear"
"Uncultured phage WW-nAnB strain 2",1449896,"NC_026612","Linear"
"Uncultured phage WW-nAnB strain 3",1449897,"NC_026613","Linear"
"Ungulate bocaparvovirus 6",1864484,"NC_030402","Linear"
"Ungulate tetraparvovirus 1",1511914,"NC_028136","Linear"
"Ungulate tetraparvovirus 3",1511916,"NC_035180","Linear"
"Urbanus proteus nucleopolyhedrovirus",1675866,"NC_029997","Linear"
"Urochloa streak virus",520848,"NC_010797","Linear"
"Ursus maritimus papillomavirus 1",461322,"NC_010739","Linear"
"Ustilaginoidea virens RNA virus 1",1312445,"NC_020997","Linear"
"Ustilaginoidea virens RNA virus 3",1460374,"NC_023547","Linear"
"Ustilaginoidea virens RNA virus 5",1756615,"NC_028477","Linear"
"Ustilaginoidea virens RNA virus L",1561171,"NC_025366","Linear"
"Ustilaginoidea virens RNA virus M",1561172,"NC_025367","Linear"
"Ustilaginoidea virens nonsegmented virus 2",2305465,"NC_040846","Linear"
"Ustilaginoidea virens unassigned RNA virus HNND-1",1670975,"NC_027427","Linear"
"Ustilago maydis virus H1",28882,"NC_003823","Linear"
"Usutu virus",64286,"NC_006551","Linear"
"VESV-like calicivirus",82664,"AF091736","Linear"
"Vaccinia virus",10245,"NC_006998","Linear"
"Vaccinia virus Ankara",126794,"AM501482","Linear"
"Vaccinia virus Copenhagen",10249,"M35027","Linear"
"Vallota mosaic virus",430059,"LC658681","Linear"
"Valsa ceratosperma hypovirus 1",1129873,"NC_017099","Linear"
"Vanilla distortion mosaic virus",326202,"NC_025250","Linear"
"Vanilla latent virus",2016426,"NC_035204","Linear"
"Vanilla virus X",2016427,"NC_035205","Linear"
"Vaprio virus",2100727,"NC_043538","Linear"
"Variegated squirrel bornavirus 1",1885248,"NC_030701","Linear"
"Variola major virus",12870,"L22579","Linear"
"Variola virus",10255,"NC_001611","Linear"
"Varroa Tymo-like virus",1682187,"NC_027619","Linear"
"Varroa destructor virus 1",232800,"NC_006494","Linear"
"Varroa destructor virus 2",2056384,"NC_040601","Linear"
"Varroa destructor virus 3",2056385,"NC_040313","Linear"
"Varroa mite associated genomovirus 1",2077299,"NC_037062","Linear"
"Varroa mite associated virus 1",2077300,"NC_037060","Linear"
"Vectrevirus AAPEc6",1873778,"NC_047769","Linear"
"Vectrevirus K15",187764,"NC_008152","Linear"
"Vectrevirus VEc3",2053697,"NC_047899","Linear"
"Vectrevirus mutPK1A2",2047761,"NC_047889","Linear"
"Velvet bean golden mosaic virus",1881630,"NC_038985","Linear"
"Velvet tobacco mottle virus",12473,"NC_014509","Linear"
"Velvet tobacco mottle virus Satellite RNA",196095,"NC_003906","Linear"
"Venezuelan equine encephalitis virus",11036,"NC_001449","Linear"
"Verbena virus Y",515446,"NC_010735","Linear"
"Verbesina encelioides leaf curl alphasatellite",945250,"NC_015631","Linear"
"Vernonia crinkle betasatellite",1925152,"NC_032119","Linear"
"Vernonia crinkle virus",1925153,"NC_032118","Linear"
"Vernonia yellow vein Fujian alphasatellite",2169908,"NC_039233","Linear"
"Vernonia yellow vein Fujian betasatellite",2050589,"NC_015928","Linear"
"Vernonia yellow vein Fujian virus",1001341,"NC_043514","Linear"
"Vernonia yellow vein betasatellite",666635,"NC_013423","Linear"
"Vernonia yellow vein virus",367061,"NC_007730","Linear"
"Verrucomicrobia phage P8625",1636271,"NC_029047","Linear"
"Vesicular exanthema of swine virus",35612,"NC_002551","Linear"
"Vesicular stomatitis Alagoas virus",198833,"NC_025353","Linear"
"Vesicular stomatitis Indiana virus",11277,"NC_001560,NC_038236","Linear"
"Vesicular stomatitis New Jersey virus",11280,"NC_024473","Linear"
"Vesiculovirus bogdanovac",1972567,"NC_025378","Linear"
"Vesiculovirus jurona",1972568,"NC_039206","Linear"
"Vesiculovirus malpais",1972570,"NC_025364","Linear"
"Vesiculovirus morreton",1972565,"NC_034508","Linear"
"Vesiculovirus perinet",1972569,"NC_025394","Linear"
"Vesiculovirus radi",1972566,"NC_038287","Linear"
"Vesivirus ferret badger/JX12/China/2012",1615583,"NC_027122","Linear"
"Vespertiliovirus SkV1CR23x",455649,"NC_009987","Linear"
"Vibrio phage 1",187944,"JF713456","Linear"
"Vibrio phage 1.008.O._10N.286.54.E5",1881242,"NC_055064","Linear"
"Vibrio phage 1.020.O._10N.222.48.A2",1881450,"NC_055065","Linear"
"Vibrio phage 1.026.O._10N.222.49.C7",1881421,"NC_049430","Linear"
"Vibrio phage 1.044.O._10N.261.51.B8",1881303,"NC_055063","Linear"
"Vibrio phage 1.080.O._10N.286.48.A4",1881315,"NC_055066","Linear"
"Vibrio phage 1.097.O._10N.286.49.B3",1881383,"NC_049431","Linear"
"Vibrio phage 1.169.O._10N.261.52.B1",1881213,"NC_048121","Linear"
"Vibrio phage 1.188.A._10N.286.51.A6",1881217,"NC_048122","Linear"
"Vibrio phage 1.202.O._10N.222.45.E8",1881262,"NC_048066","Linear"
"Vibrio phage 1.204.O._10N.222.46.F12",1881263,"NC_048123","Linear"
"Vibrio phage 1.224.A._10N.261.48.B1",1881226,"NC_048124","Linear"
"Vibrio phage 1.238.A._10N.261.52.F10",1881231,"NC_055735","Linear"
"Vibrio phage 1.245.O._10N.261.54.C7",1881236,"NC_055736","Linear"
"Vibrio phage 1.249.A._10N.261.55.B9",1881268,"NC_055062","Linear"
"Vibrio phage 1.261.O._10N.286.51.A7",1881237,"NC_048125","Linear"
"Vibrio phage 11895-B1",754075,"NC_020843","Linear"
"Vibrio phage 2 TSL-2019",2508172,"NC_048747","Linear"
"Vibrio phage 24",1500712,"KJ572844","Linear"
"Vibrio phage AG74",2736261,"NC_055848","Linear"
"Vibrio phage AS51",1434127,"NC_047737","Linear"
"Vibrio phage Achelous",2576872,"NC_055794","Linear"
"Vibrio phage Aphrodite1",2070057,"NC_042100","Linear"
"Vibrio phage Athena",2736262,"NC_055851","Linear"
"Vibrio phage Bennett",2735171,"NC_055829","Linear"
"Vibrio phage Brizo",2590896,"NC_055800","Linear"
"Vibrio phage CHOED",1458716,"NC_023863","Linear"
"Vibrio phage CJY",1558463,"KM612260","Linear"
"Vibrio phage CP-T1",10689,"NC_019457","Linear"
"Vibrio phage CTXphi",2785247,"NC_015209","Linear"
"Vibrio phage Ceto",2570300,"NC_042094","Linear"
"Vibrio phage Chester",2712961,"NC_055830","Linear"
"Vibrio phage Cody",2736263,"NC_055849","Linear"
"Vibrio phage Gary",2801534,"NC_055913","Linear"
"Vibrio phage H1",1558464,"KM612261","Linear"
"Vibrio phage H2 SGB-2014",2268915,"KM612262","Linear"
"Vibrio phage H3",1558466,"KM612263","Linear"
"Vibrio phage ICP1",979525,"NC_015157","Linear"
"Vibrio phage ICP1_2001_A",979526,"HQ641353","Linear"
"Vibrio phage ICP1_2004_A",979527,"HQ641354","Linear"
"Vibrio phage ICP1_2005_A",979528,"HQ641352","Linear"
"Vibrio phage ICP1_2006_A",979529,"HQ641351","Linear"
"Vibrio phage ICP1_2006_B",979530,"HQ641350","Linear"
"Vibrio phage ICP1_2006_C",979531,"HQ641349","Linear"
"Vibrio phage ICP1_2006_D",979532,"HQ641348","Linear"
"Vibrio phage ICP2",979533,"NC_015158","Linear"
"Vibrio phage ICP2_2006_A",979534,"HQ641346","Linear"
"Vibrio phage ICP2_2011_A",1529057,"KM224878","Linear"
"Vibrio phage ICP2_2013_A_Haiti",1529058,"NC_024791","Linear"
"Vibrio phage ICP3",979535,"NC_015159","Linear"
"Vibrio phage ICP3_2007_A",979536,"HQ641344","Linear"
"Vibrio phage ICP3_2008_A",979537,"HQ641343","Linear"
"Vibrio phage ICP3_2009_B",979539,"HQ641341","Linear"
"Vibrio phage J2",1558467,"NC_027393","Linear"
"Vibrio phage J3",1558468,"KM612265","Linear"
"Vibrio phage JA-1",1283071,"NC_021540","Linear"
"Vibrio phage JSF10",1983593,"NC_042074","Linear"
"Vibrio phage JSF12",1983595,"NC_047882","Linear"
"Vibrio phage JSF3",1916111,"NC_049380","Linear"
"Vibrio phage JSF7",1292086,"NC_047741","Linear"
"Vibrio phage KSF1",292443,"NC_006294","Linear"
"Vibrio phage KVP40",75320,"NC_005083","Linear"
"Vibrio phage Kappa",493906,"NC_010275","Linear"
"Vibrio phage N4",644563,"NC_013651","Linear"
"Vibrio phage ND1-fs1",867695,"NC_055051","Linear"
"Vibrio phage PV94",1451050,"NC_027368","Linear"
"Vibrio phage PVA1",1461743,"NC_023605","Linear"
"Vibrio phage PWH3a-P1",754058,"NC_020863","Linear"
"Vibrio phage Pontus",2590874,"NC_055801","Linear"
"Vibrio phage QH",1558469,"NC_027397","Linear"
"Vibrio phage Quinn",2736265,"NC_055850","Linear"
"Vibrio phage River4",2736288,"NC_055847","Linear"
"Vibrio phage SHOU24",1414739,"NC_023569","Linear"
"Vibrio phage SIO-2",700512,"NC_016567","Linear"
"Vibrio phage SSP002",1161928,"NC_041910","Linear"
"Vibrio phage Thalassa",2570301,"NC_042095","Linear"
"Vibrio phage USC-1",2592615,"NC_048779","Linear"
"Vibrio phage VAP7",2584487,"NC_048765","Linear"
"Vibrio phage VBM1",754074,"NC_020850","Linear"
"Vibrio phage VBP32",754072,"NC_020868","Linear"
"Vibrio phage VBP47",754073,"NC_020848","Linear"
"Vibrio phage VCO139",1283073,"NC_049350","Linear"
"Vibrio phage VCY-phi",1105327,"NC_016162","Linear"
"Vibrio phage VEJ",642111,"NC_012757","Linear"
"Vibrio phage VEN",2059879,"NC_047903","Linear"
"Vibrio phage VFJ",1340745,"NC_021562","Linear"
"Vibrio phage VGJ",223524,"NC_004736","Linear"
"Vibrio phage VH7D",1262539,"NC_023568","Linear"
"Vibrio phage VHML",207597,"NC_004456","Linear"
"Vibrio phage VP2",260372,"NC_005879","Linear"
"Vibrio phage VP3",588068,"JQ780163","Linear"
"Vibrio phage VP4",329886,"NC_007149","Linear"
"Vibrio phage VP4B",1262540,"NC_042136","Linear"
"Vibrio phage VP5",260827,"NC_005891","Linear"
"Vibrio phage VP585",631719,"NC_027981","Linear"
"Vibrio phage VP882",2913982,"NC_009016","Linear"
"Vibrio phage VP93",641832,"NC_012662","Linear"
"Vibrio phage VPMS1",1233488,"NC_021776","Linear"
"Vibrio phage VPUSM 8",1341101,"NC_022747","Linear"
"Vibrio phage VPp1",1524880,"KJ936628","Linear"
"Vibrio phage VSK",181604,"NC_003327","Linear"
"Vibrio phage VSKK",180503,"AF452449","Linear"
"Vibrio phage ValB1MD-2",2759177,"NC_055862","Linear"
"Vibrio phage ValKK3",1610855,"NC_028829","Linear"
"Vibrio phage Valm-yong1",2660715,"NC_049477","Linear"
"Vibrio phage Vc1",1480731,"NC_047746","Linear"
"Vibrio phage Vf12",127511,"NC_005949","Linear"
"Vibrio phage VfO3K6",127507,"NC_002362","Linear"
"Vibrio phage VfO4K68",127508,"NC_002363","Linear"
"Vibrio phage Vp670",1932890,"NC_047803","Linear"
"Vibrio phage VpKK5",1538804,"NC_026610","Linear"
"Vibrio phage VpV262",2907796,"NC_003907","Linear"
"Vibrio phage VspSw_1",2484249,"NC_048151","Linear"
"Vibrio phage VvAW1",1168281,"NC_020488","Linear"
"Vibrio phage X29",1500713,"NC_024369","Linear"
"Vibrio phage YC",2267403,"NC_048709","Linear"
"Vibrio phage douglas 12A4",573171,"NC_021068","Linear"
"Vibrio phage eugene 12A10",573172,"NC_029067","Linear"
"Vibrio phage fs2",83201,"NC_001956","Linear"
"Vibrio phage helene 12B3",573173,"NC_021067","Linear"
"Vibrio phage henriette 12B8",573174,"NC_021073","Linear"
"Vibrio phage martha 12B12",573175,"NC_021070","Linear"
"Vibrio phage nt-1",115992,"NC_021529","Linear"
"Vibrio phage pTD1",1938577,"NC_041916","Linear"
"Vibrio phage pVco-5",1965485,"NC_055717","Linear"
"Vibrio phage pVp-1",1150989,"NC_019529","Linear"
"Vibrio phage pYD21-A",754049,"NC_020846","Linear"
"Vibrio phage pYD38-A",754051,"NC_021534","Linear"
"Vibrio phage pYD38-B",929835,"NC_021561","Linear"
"Vibrio phage phi 1",1589297,"NC_028799","Linear"
"Vibrio phage phi 2",1476902,"KJ545483","Linear"
"Vibrio phage phi 3",1589298,"NC_028895","Linear"
"Vibrio phage phi-A318",1151014,"NC_025822","Linear"
"Vibrio phage phi50-12",2654972,"NC_055824","Linear"
"Vibrio phage phiVC8",1076759,"NC_027118","Linear"
"Vibrio phage qdvp001",1003177,"NC_029057","Linear"
"Vibrio phage vB_VchM-138",1127518,"NC_019518","Linear"
"Vibrio phage vB_VchM_Kuja",2686437,"NC_048827","Linear"
"Vibrio phage vB_VpS_PG07",2301664,"NC_048041","Linear"
"Vibrio phage vB_VpaM_MAR",1229754,"NC_019722","Linear"
"Vibrio phage vB_VpaP_KF1",2041472,"NC_048035","Linear"
"Vibrio phage vB_VpaP_KF2",2041473,"NC_048036","Linear"
"Vibrio phage vB_VpaS_MAR10",1229755,"NC_019713","Linear"
"Vibrio phage vB_VpaS_OWB",2419783,"NC_048167","Linear"
"Vibrio phage vB_VspP_pVa5",1913109,"NC_049379","Linear"
"Vibrio virus 2019VC1",2761539,"NC_054898","Linear"
"Vibrio virus vB_VspP_SBP1",2500581,"NC_055784","Linear"
"Vibriophage phi-pp2",1204514,"JN849462","Linear"
"Vicia cryptic virus M",504455,"NC_043095","Linear"
"Vicia faba alphaendornavirus",310749,"NC_007648","Linear"
"Vigna yellow mosaic virus",1312724,"NC_038475","Linear"
"Villovirus Vf33",127509,"NC_005948","Linear"
"Vinca leaf curl virus",1170656,"NC_028124","Linear"
"Viral hemorrhagic septicemia virus",11287,"Z93414","Linear"
"Viral hemorrhagic septicemia virus Fil3",1147160,"NC_000855","Linear"
"Visna-maedi virus",2169971,"NC_001452","Linear"
"Volepox virus",28874,"NC_031033","Linear"
"Vombatid gammaherpesvirus 1",2052651,"NC_055554","Linear"
"Vulpes vulpes papillomavirus 1",1163709,"NC_038531","Linear"
"WU Polyomavirus",440266,"NC_009539","Linear"
"Wabat virus",1888308,"NC_030841","Linear"
"Walkabout Creek virus",1569258,"NC_028232","Linear"
"Wallerfield virus",1457165,"NC_023440","Linear"
"Walleye dermal sarcoma virus",39720,"NC_001867","Linear"
"Walleye epidermal hyperplasia virus 1",64462,"AF133051","Linear"
"Walleye epidermal hyperplasia virus 2",64461,"AF133052","Linear"
"Walrus calicivirus",146073,"NC_004541","Linear"
"Wasabi mottle virus",1169032,"NC_003355","Linear"
"Washington bat picornavirus",1888309,"NC_030843","Linear"
"Water beetle associated circular virus 1",2293309,"NC_040322","Linear"
"Water chestnut soymovirus 1",1848040,"NC_030205","Linear"
"Waterbuck coronavirus US/OH-WD358-GnC/1994",502096,"FJ425185","Linear"
"Waterbuck coronavirus US/OH-WD358-TC/1994",422137,"FJ425184","Linear"
"Waterbuck coronavirus US/OH-WD358/1994",422135,"FJ425186","Linear"
"Watermelon mosaic virus",146500,"NC_006262","Linear"
"Watermelon virus A",1978413,"NC_034377","Linear"
"Weissella phage WCP30",1837862,"NC_031101","Linear"
"Weissella phage phiYS61",1161906,"NC_018270","Linear"
"Wencheng Sm shrew coronavirus",1508228,"NC_035191,NC_048211","Linear"
"Wenling chuvirus-like virus 1",1922377,"NC_032409","Linear"
"Wenling chuvirus-like virus 2",1922378,"NC_032414","Linear"
"Wenling crustacean virus 1",1923478,"NC_033065","Linear"
"Wenling crustacean virus 10",1923479,"NC_032739","Linear"
"Wenling crustacean virus 11",1923480,"NC_032781","Linear"
"Wenling crustacean virus 12",1923481,"NC_032793","Linear"
"Wenling crustacean virus 15",1923484,"NC_032802","Linear"
"Wenling crustacean virus 2",1923485,"NC_032830","Linear"
"Wenling crustacean virus 3",1923486,"NC_032858","Linear"
"Wenling crustacean virus 4",1923487,"NC_032864","Linear"
"Wenling crustacean virus 5",1923488,"NC_032839","Linear"
"Wenling crustacean virus 6",1923489,"NC_032810","Linear"
"Wenling frogfish filovirus",2116487,"NC_055175","Linear"
"Wenling hepe-like virus 1",1923493,"NC_033115","Linear"
"Wenling hepe-like virus 2",1923494,"NC_033130","Linear"
"Wenling hepe-like virus 3",1923495,"NC_033086","Linear"
"Wenling hepe-like virus 4",1923496,"NC_033098","Linear"
"Wenling narna-like virus 1",1923501,"NC_033091","Linear"
"Wenling narna-like virus 2",1923502,"NC_033060","Linear"
"Wenling narna-like virus 3",1923503,"NC_033044","Linear"
"Wenling narna-like virus 4",1923504,"NC_033033","Linear"
"Wenling narna-like virus 5",1923505,"NC_033038","Linear"
"Wenling narna-like virus 7",1923507,"NC_033049","Linear"
"Wenling narna-like virus 9",1923509,"NC_033064","Linear"
"Wenling nido-like virus 1",1923510,"NC_032763","Linear"
"Wenling picorna-like virus 1",1923529,"NC_032803","Linear"
"Wenling picorna-like virus 2",1923530,"NC_032429","Linear"
"Wenling picorna-like virus 3",1923531,"NC_032791","Linear"
"Wenling picorna-like virus 4",1923532,"NC_032799","Linear"
"Wenling picorna-like virus 5",1923533,"NC_032834","Linear"
"Wenling picorna-like virus 6",1923534,"NC_032815","Linear"
"Wenling picorna-like virus 7",1923535,"NC_032818","Linear"
"Wenling picorna-like virus 8",1923536,"NC_032844","Linear"
"Wenling picorna-like virus 9",1923537,"NC_032854","Linear"
"Wenling shark virus",1746066,"NC_028377","Linear"
"Wenling sobemo-like virus 1",1923540,"NC_033236","Linear"
"Wenling sobemo-like virus 2",1923541,"NC_033230","Linear"
"Wenling thamnaconus septentrionalis filovirus",2116488,"NC_055176","Linear"
"Wenling toga-like virus",1923542,"NC_033079","Linear"
"Wenling tombus-like virus 1",1923543,"NC_033043","Linear"
"Wenling tombus-like virus 2",1923544,"NC_033059","Linear"
"Wenling tombus-like virus 3",1923545,"NC_033073","Linear"
"Wenling tombus-like virus 4",1923546,"NC_033024","Linear"
"Wenling tombus-like virus 5",1923547,"NC_033090","Linear"
"Wenling toti-like virus 2",1923549,"NC_033012","Linear"
"Wenling zhaovirus-like virus 1",1923551,"NC_033197","Linear"
"Wenzhou Crab Virus 1",1608091,"NC_031275","Linear"
"Wenzhou Crab Virus 3",1608093,"NC_031248","Linear"
"Wenzhou bivalvia virus 1",1923553,"NC_032827","Linear"
"Wenzhou bivalvia virus 2",1923554,"NC_033100","Linear"
"Wenzhou bivalvia virus 3",1923555,"NC_033166","Linear"
"Wenzhou channeled applesnail virus 1",1923557,"NC_032892","Linear"
"Wenzhou channeled applesnail virus 2",1923558,"NC_032877","Linear"
"Wenzhou channeled applesnail virus 3",1923559,"NC_032890","Linear"
"Wenzhou crab virus 4",1923561,"NC_033240","Linear"
"Wenzhou crab virus 5",1923562,"NC_033022","Linear"
"Wenzhou gastropodes virus 1",1923563,"NC_033156","Linear"
"Wenzhou gastropodes virus 2",1923564,"NC_033172","Linear"
"Wenzhou hepe-like virus 1",1923566,"NC_033184","Linear"
"Wenzhou hepe-like virus 2",1923565,"NC_033147","Linear"
"Wenzhou narna-like virus 2",1923577,"NC_032742","Linear"
"Wenzhou narna-like virus 3",1923578,"NC_032744","Linear"
"Wenzhou narna-like virus 4",1923579,"NC_032487","Linear"
"Wenzhou narna-like virus 5",1923580,"NC_033109","Linear"
"Wenzhou narna-like virus 7",1923582,"NC_033144","Linear"
"Wenzhou narna-like virus 8",1923583,"NC_033171","Linear"
"Wenzhou narna-like virus 9",1923584,"NC_033177","Linear"
"Wenzhou picorna-like virus 1",1923593,"NC_033137","Linear"
"Wenzhou picorna-like virus 10",1923594,"NC_032981","Linear"
"Wenzhou picorna-like virus 11",1923595,"NC_032917","Linear"
"Wenzhou picorna-like virus 12",1923596,"NC_032953","Linear"
"Wenzhou picorna-like virus 13",1923597,"NC_033075","Linear"
"Wenzhou picorna-like virus 14",1923598,"NC_033223","Linear"
"Wenzhou picorna-like virus 15",1923599,"NC_032886","Linear"
"Wenzhou picorna-like virus 16",1923600,"NC_032963","Linear"
"Wenzhou picorna-like virus 17",1923601,"NC_033057","Linear"
"Wenzhou picorna-like virus 18",1923602,"NC_032847","Linear"
"Wenzhou picorna-like virus 19",1923603,"NC_033215","Linear"
"Wenzhou picorna-like virus 2",1923604,"NC_032808","Linear"
"Wenzhou picorna-like virus 20",1923605,"NC_033041","Linear"
"Wenzhou picorna-like virus 21",1923606,"NC_033010","Linear"
"Wenzhou picorna-like virus 22",1923607,"NC_032906","Linear"
"Wenzhou picorna-like virus 23",1923608,"NC_032873","Linear"
"Wenzhou picorna-like virus 24",1923609,"NC_033088","Linear"
"Wenzhou picorna-like virus 25",1923610,"NC_032943","Linear"
"Wenzhou picorna-like virus 26",1923611,"NC_033205","Linear"
"Wenzhou picorna-like virus 27",1923612,"NC_032837","Linear"
"Wenzhou picorna-like virus 28",1923613,"NC_032975","Linear"
"Wenzhou picorna-like virus 29",1923614,"NC_032908","Linear"
"Wenzhou picorna-like virus 3",1923615,"NC_032473","Linear"
"Wenzhou picorna-like virus 31",1923617,"NC_032959","Linear"
"Wenzhou picorna-like virus 32",1923618,"NC_033083","Linear"
"Wenzhou picorna-like virus 33",1923619,"NC_032939","Linear"
"Wenzhou picorna-like virus 35",1923621,"NC_032969","Linear"
"Wenzhou picorna-like virus 36",1923622,"NC_032966","Linear"
